text ,bullying,,,,
قول وغير يااااااااااااااااا شيخ,0,,,,
قول وفعل,0,,,,
قولتلي استقلال ريتها امك ما جابتك,1,,,,
قولنا ميت مره سكوت المعرص احسن من كلامه,1,,,,
قولو لابن هالصرماي العبيد مش هيك بتحكي عن اسيادها,1,,,,
قولولو ينخم ويسكت,1,,,,
قولي خيرا او اصمتي,0,,,,
قولي والله,0,,,,
قوم انقلع قاعد وشابك ايديه ماخد راحتو الله يهدك,1,,,,
قوم لوط ابحثوا عن بعضهم,1,,,,
قوية وآلله,0,,,,
قوية ومبدعة وحلوة,0,,,,
قوية....,0,,,,
قويس,0,,,,
قويه باميلا مبدعه الللللللله,0,,,,
"قيل وما الرويبضة يا رسول الله ؟ .. قال:

 «الرجل التافه يتكلم في أمر العامة》",1,,,,
ك,1,,,,
ك     اخ,0,,,,
ك اختك,1,,,,
ك اختك واخت يلي قلك انتي  انثى ومحسوبة عالنسوان شوبالعة كندرا,1,,,,
ك اخته,1,,,,
ك امك  يا هويمل,1,,,,
ك إنو بس هني عندن ولد,0,,,,
ك س ا خ ت ك,1,,,,
ك س ا ختك,1,,,,
ك س اختك,1,,,,
ك**  اختك برجلي,1,,,,
ك........ ام لشافك ونبسط,1,,,,
ك.ل.ب,1,,,,
ك/ح/بة من الامارات,1,,,,
ك….. ام…ك على ابو مازن على  ام ام ام ام الي جابتك على هاي دنيا وشفنا اشكالكم,1,,,,
"كاتركسا بتحب السوشي كمان 
ليه ما عم تاكل معكم 
اه كاتركسا ما بتاكل غير بالسيارة",0,,,,
كارثه,1,,,,
كارثه احسن فنانه,0,,,,
كارثيه,0,,,,
كاسر ,1,,,,
كاسك يا وطن,0,,,,
كافر,1,,,,
كافر ,1,,,,
"كان الاولى توقفوا تنسيق وعمالة وملاحقة ومقاومين وبيع أراضي واستهتار بالقضية وتجارة فيها وسرقة اموال الشهداء ووو.. شو بدي عد لعد قلبي من الحامض لاوي 
لما العاهرة تحاضر بالشرف",1,,,,
كان الأولى لمثل الصعاليق أمثالك أن تندثر من صفوف الشعب الفلسطيني الذي نهبت وأمثالك حقوقه,1,,,,
كان الله في عونكم,0,,,,
"كان المفروض يطلعوا يعموا استطلاع راي.. و يشوفوا التصويت علي ايه ؟ هل لنا من الأمر شيء!؟ لو كان لنا من الأمر شئ ما قتلنا هاهنا صح !
نفس كلام أسلافكم بالظبط .. سنن الله في كونه !
و بعدين هما بيدوروا علي وحدة صف المؤمنين مش فارق معاهم منافقين يا فندم انت اللي محتاج تعر ف انت واقف فين ..  و سبحان الله القضية كانت ميتة و ماتت معها حناجركم و لما تصحو الا عند توزيع الغنائم.
قد نبأنا الله من أخباركم !",0,,,,
كان الهنود ناقصون,0,,,,
كان خلتيها تكمل والله تسليت وضحكت من قلبي❤️,0,,,,
كان زمان تحركتو 75 سنه شو عملتو  واقفين مع الاحتلال تعتقلو المواطنيين,0,,,,
كان صارت  ٦ حزيران .... في ناس بيدوروا على ألمسبه إدوارا .,0,,,,
كان عامل حاله فلفله لجهنم,1,,,,
كان عجبت لو خبروك أصلا مش شايفينك لا أنت ولا عواينتك,0,,,,
كان عندي امل والله انك تسترجل,0,,,,
كان فعل ماض,0,,,,
كان لازم ايشاوروك ياشيخ الشراميط,0,,,,
كان محايد جدا في كلامه ومحددش موقفه,0,,,,
"كان مخلص الكرت مع أبو ابراهيم .
حقك عليهم هبوشتي",0,,,,
"كان معكم قبل الحرب ٢٥ سنة ،، اللي بدو يعمل اشي عمل",0,,,,
"كان ممكن تكون سبب إنقاذ الأبرياء اللى كانو ف المستشفى امبارح لكن للاسف  
لكى الله ي غزه لكى الله",0,,,,
كان ممكن يتصرف بلياقه و يقوله فى أذنه,0,,,,
كان ناقصك لسا,1,,,,
كان نايم ولا ايه,0,,,,
كان نعرف انتو وين ساكنين لا عرفته حوش لاشركة لا هنقر شن هالحياة الغريبة,0,,,,
كان نفسي اشوف تعليق واحد يدافع عنك,0,,,,
"كان هناك أملٌ صغير ، هذا ما أخبرني به الطبيب عن طفلي ، 
ذهبتُ و عدت ، لم أجد لا طفلي و لا الطبيب و لا المستشفى !!

من لهم غيرك يا الله",0,,,,
كان واحد صاروا اثنين لكاظم الساهر.,0,,,,
كانت أحلى من قبل وبكل الأحوال مقرفة ومكروها ما تنطاق,1,,,,
كانت حبك كتير بس بعد هلق ماعد بدي شوف وجهك,1,,,,
كانت ستي تقول  المثل هدا   لو بستحي الغراب ما كاكا   فعلا  لو عندك ذرة شرف  بتحط كندرة بتمك  وبتسكت  يا  شيخ  البستوني,1,,,,
كانت محتاجه فتوه منك .التطبيع خيانه او إخلاص للاحتلال .الم تفتي لعباس من قال اكره اليهود فقد كفر .الم تفتي بملاحقة المقاومه في الضفه الغربيه. انت تمثل نفسك وعباس والسلطه لا تمثل اي فلسطيني حر بل عميل موظف عند الاحتلال وامريكا وأوروبا .السلطه وجدت لتكون كتيبه في جيش الاحتلال في الضفه لتقوم مكان جيش الاحتلال. العار والخزي للخونه العملاء. هكذا تصفهم الصحافه العبريه.,0,,,,
كانت وحشه جدا ومليانة زيت,0,,,,
"كانك بتحاول تضحكنا، بس حقيقة انت مسخرة!",1,,,,
كانه لابس باروكة ويمثل انو امراة .,1,,,,
كانه ما استعملتي الفليفلة بالبيتزا,0,,,,
كانو الصفحات الي بتنزل تصريحات كأنها قاصدة اشي لان كل التعليقات سلبية انا عارف ليش,0,,,,
"كانو تلت سمكات حرقت وحدة يا شطور 
بس شي ع عيني",0,,,,
"كانو عم تسبح في بحر من الفشل، اطلع قبل ما تغرق!",1,,,,
كانو مسطولة هي,0,,,,
كانو مكترا سيلكون بصدرك,1,,,,
كانو ناسين انك موجود,0,,,,
كائن غريب و معتوه,1,,,,
كأس العرب كانت,0,,,,
كأن كل الممثلات حاطين عينهم على جاد باميلا الكيك رائعة جدا  وعفوية ومهضومة,0,,,,
كأنه شب الي بحكي وبتخوث,0,,,,
كأنه هدف المنشور جمع أكبر عدد من الشتائم للهباش,0,,,,
"كأنو في فوتوغراف بالقصة موديل اديكي مو مناسب مع راسك
وشو ماعملتي بشوف دمك سميك وغليظة",0,,,,
كأنو قاعد مع رفيقو,0,,,,
كأنو مضروب على راسو ضكطور فوض,0,,,,
كأنو من سوق لجمعة هاد لمطرب ,1,,,,
كأني صايرة حولا,1,,,,
كبر  لفك,1,,,,
كبر حتى كبر لفك يا عار تف عليك,1,,,,
كبر لغج,1,,,,
كبر مقتا عند الله أن تقولوا مالا تفعلون,0,,,,
كبرت في عيني ,0,,,,
كبررررر,1,,,,
كبير,0,,,,
كبير البلد,0,,,,
كبيرك تكون سطلين مش بحرين,1,,,,
"كبيركم بايدن حكى هذا الحكي، عالاقل لو تغير صيغة الحكي حتى نعتبر انو كلامك من بنات افكارك و ليس منسوخا.",0,,,,
كتافها عراض متل الشباب,1,,,,
كتاووواتووو,0,,,,
كتب الله لأغلبن أنا و رسلى,0,,,,
كتبر غليظ,1,,,,
كتر الله  احزانكم,1,,,,
كتر الله أحزانكوم يا خنازير,1,,,,
كتلة خرى,1,,,,
كتلة هضامة متنقلة,0,,,,
كتلتني كتل يازلمي,0,,,,
كتواتو,0,,,,
كتواتو هي أخرتك معي هيك شكيلات,1,,,,
كتواتو..,0,,,,
كتواتو.....,0,,,,
كتومه كثير الحجه,0,,,,
كتير احبا,0,,,,
كتير اكتير اكتير حيلو,0,,,,
كتير بحب جهالها انابحها وحب احساسها ورقتها واجمل شي تمثيلها صوت وجمال ماشاء الله جدلها مش طبيعي,0,,,,
كتير بحب شغلك وترتيبك,0,,,,
كتير بحب طبخكون على هاي القناة,0,,,,
كتير بحبا,0,,,,
كتير بحبا لذيذة,0,,,,
كتير بحبك انارائعه,0,,,,
كتير بليدة طريقة حكيا,1,,,,
كتير جلووو بس لو غنايتااا احلا كان,0,,,,
"كتير حبيت فكرة بتجننن وروعه 
كل الاحترام لكل الي شاركو بالعمل الرائع",0,,,,
كتير حلو,0,,,,
كتير حلو ❤️,0,,,,
كتير حلو الفيديو,0,,,,
كتير حلو الفيديو ...الله يحماهم ❤,0,,,,
كتير حلو ان شالله بترجع أيامنا متل ئبل وأحسن يا رب,0,,,,
كتير حلو بنبون,0,,,,
كتير حلو روعة ❤,0,,,,
كتير حلو روعه,0,,,,
كتير حلو صوتا,0,,,,
كتير حلو صوتك,0,,,,
كتير حلو فيديو كله انسانية وحب ♥️,0,,,,
كتير حلو يعطيكي العافيه ❤,0,,,,
كتير حلو♥️,0,,,,
كتير حلوة ماشاء الله عليها,0,,,,
كتير حلوة وكتير بحبها,0,,,,
كتير حلوووة,0,,,,
كتير حلوى,0,,,,
كتير رائعة عنجد قمة الانسانية,0,,,,
"كتير شادد وجها شاطرة بينت بعض المشاعر 
بس مو الكل كانت رايقة من زمان",0,,,,
كتير صوتك حلو,0,,,,
كتير طالعة حلوة انا اموت بالجمال,0,,,,
كتير طالعة حلوة ولابقلا ❤️,0,,,,
كتير طيبة,0,,,,
كتير غليظة كتير شي قرف,1,,,,
كتير قرف,1,,,,
كتير كربوجه,0,,,,
"كتير لطيفه وصريحه 
من سوريًا بعشقك",0,,,,
كتير مهضومة ايه والله,0,,,,
كتير مهضومة باميلا❤,0,,,,
كتير هبل بالصراحة,0,,,,
كتير هل قد,0,,,,
كتير واضح انها متعاطية شي مخدر وجهها واقع ولسانها تقيل,1,,,,
كتيرر بحباا,0,,,,
كتيرر حلو,0,,,,
كتيررر حلووو ❤️❤️❤️,0,,,,
كتيرررر حلو لابقلك,0,,,,
كتيير بحبااا,0,,,,
كتيير حلو الكلام,0,,,,
كتيير حلو طالع معا,0,,,,
"كتيير حلووو ..
يسعد قلبك بانه",0,,,,
كتييير بحبا❤️❤️❤️,0,,,,
كتييير حلو,0,,,,
كتييير حلو ♥️♥️,0,,,,
كتيييير حلوه,0,,,,
كتيييير روعه,0,,,,
كتييييير بكرهك لانك تافهة,1,,,,
"كتييييير حلووو، فكرة رائعة",0,,,,
"كتيييييييييير هيك كتيييييير
كل الحب لبانا الانسااااااانة الام المبدعة
بئشعر البدن صدقاااا",0,,,,
كثر الله احزانكم,1,,,,
كثر الله احزانكم وشتت شملكم واطال عزائكم  اللهم امين يا رب  العالمين,1,,,,
كثر الله من امثالك,0,,,,
كثر من الاخر بشرب,0,,,,
"كثرانه النفايات البشريه بالكوكب
هدول مش مغردين هدول منهقين.",1,,,,
"كثير أخذت رأي الشعب انتَ واللي قبلك لما روحتو للتنسيق الأمني ولأوسلو ولمية قرار بخزي 
الله ينتقم منكم واحد واحد بس",1,,,,
كثير بحبها ❤,0,,,,
كثير حلو,0,,,,
كثير حلو ❤️❤️,0,,,,
كثير حلو ابدعتي,0,,,,
"كثير حلو ومعبر
إنساني ⁦❤️⁩⁦❤️⁩",0,,,,
"كثير حلوة إنك تتصور مع خرية ...

فكرة من خارج الصندوق",1,,,,
كثير حلووو,0,,,,
كثير كثير كثير بتشهي,0,,,,
كثير متصنعة,1,,,,
"كثير من الناس قست قلوبهم في زماننا هذا فلا يخافون  ويرون الموت وكأنه لم يكتب عليهم 
** قبل  فوات الاوان  فالوقت  قصير
لا تَتردد في الرجوع إلىَ الله حتى وإن كثرت
 معاصيك ، 
مختصر الحياة كلها في آيتين
قال الله تعالى 
(فمن اتّـبع هدايَ فلا يضِـلّ و لا يشقى)
(ومن أعرضَ عن ذِكـري فإنّ لهُ معيشةً ضنكا)
هذه معادلة الحياة
وما على الإنسان 
إلا أن يختار لنفسه
إما الهداية والسعادة الأبدية
وإما الضلال والشقـاء الأبدي
جيل يذهب وجيل يأتي وجيل ينتظر والبقاء لله الواحد القهار
           (بل تؤثرون الحياة الدنيا) 
بعد  100 عام   سنكون جميعا باذن الله مع اقاربنا واصدقائنا تحت الارض وسيكون مصيرنا الابدي قد اصبح واضحا جليا امام اعيننا  سنكون مجرد سطر في ذاكرة بعض الناس أسماؤنا وأشكالنا سيطويها النسيان  
فلماذا نطيل التفكير بنظرة الناس الينا  فلنعرف اذن حجمنا الحقيقي في هذه الدنيا وزمننا الحقيقي في هذا الكون فهو اصغر مما نتصور  
سندرك كم كانت الدنيا تافهة كم كانت احلامنا بالاستزادة منها سخيفة وسنتمنى لو امضينا اعمارنا كلها في عزائم الامور  في جمع الحسنات وعمل الصالحات   !  طالما   لازال  في العمر  بقية  فلنعتبر  ولنتغير   اللهم اهدنا واعنا على ذكرك وشكرك وحسن عبادتك  اللهم ارض عنا   اللهم  احسن خاتمتنا   اللهم لا تميتنا الا وانت راض عنا   اللهم امين يارب العالمين",0,,,,
